,customer_number,Cluster,fruit_veg,dairy,confectionary,grocery_food,grocery_health_pets,newspapers_magazines,prepared_meals,soft_drinks,frozen,meat,tobacco,drinks,deli,world_foods,lottery,seasonal_gifting,discount_bakery,practical_items,total_spend,recency,frequency,name
867,166,4,15.24,30.34,19.58,33.67,40.35,13.36,14.9,12.08,10.75,29.73,0.0,6.37,6.65,3.66,0.0,0.0,0.0,0.0,267.96000000000004,162,19,e
868,4045,0,40.27,115.4,188.31,174.56,175.29,2.59,26.9,106.8,173.53,44.51,16.32,0.0,0.0,2.91,0.0,0.84,0.0,1.69,1123.24,2,23,a
869,10355,2,90.85,69.13,36.59,41.24,26.79,11.75,54.27,10.1,23.61,40.58,38.58,49.3,5.79,18.41,37.5,3.97,0.0,0.0,897.44,5,111,c
870,5453,3,29.39,61.44,111.46,12.66,26.59,28.94,27.18,4.54,47.5,52.74,5.75,115.53,0.0,0.0,0.0,7.18,0.0,0.0,560.3,7,23,d
871,7792,3,28.67,28.45,13.96,33.1,21.51,13.02,12.24,10.3,9.69,37.05,3.75,316.9,29.8,3.32,0.0,0.0,0.0,0.0,594.98,2,48,d
872,4338,1,56.0,17.15,58.65,66.51,57.36,3.7,2.19,0.33,28.62,25.55,104.49,0.0,16.32,11.52,0.0,3.82,26.35,8.5,540.25,7,48,b
873,8836,3,74.13,51.47,26.6,50.38,49.62,80.47,5.6,8.51,14.4,37.41,0.0,53.48,47.61,5.2,5.5,0.0,0.0,0.0,535.01,8,51,d
874,8909,2,88.13,144.03,103.41,79.8,154.46,8.28,93.23,2.7,10.09,27.19,145.56,12.75,1.68,6.18,3.0,0.0,0.5,3.4,951.67,2,36,c
875,6254,1,57.85,130.31,22.47,12.67,12.4,0.35,30.51,21.01,5.15,11.04,11.34,0.81,0.0,12.01,110.0,0.0,0.0,0.0,632.3199999999999,1,152,b
876,12829,1,21.74,29.21,21.12,35.61,55.16,0.0,6.4,0.0,0.0,15.94,76.92,116.85,0.0,5.46,0.0,0.84,0.3,0.0,389.22,1,54,b
877,646,4,17.68,40.81,30.37,21.08,18.22,6.77,19.15,7.89,17.35,5.49,0.0,0.0,0.0,7.29,0.0,0.0,0.0,4.07,263.53,2,26,e
878,7405,2,90.95,98.38,64.5,100.2,72.6,0.45,77.45,1.47,43.56,154.3,45.79,21.24,1.8,40.57,0.0,19.15,0.0,0.0,878.72,1,65,c
879,11355,2,106.21,107.9,46.44,133.9,107.67,14.21,58.73,1.88,99.43,60.51,25.46,76.86,5.38,20.09,0.0,4.46,0.0,3.9,921.9,2,151,c
880,2695,4,16.65,22.84,30.61,53.17,44.8,8.16,2.19,0.55,17.2,49.96,0.0,49.81,0.0,6.35,0.0,5.09,0.0,0.0,328.83,3,13,e
881,4451,1,31.63,71.8,20.99,45.64,26.41,0.8,5.17,6.01,24.11,24.83,83.32,0.0,0.0,5.69,0.0,1.27,0.0,0.0,374.86,1,90,b
882,1696,0,67.75,105.75,177.67,144.69,263.18,11.35,76.85,90.46,142.43,84.63,0.0,0.0,3.47,8.42,0.0,2.85,0.0,1.95,1256.72,8,52,a
883,16144,4,112.98,114.59,14.32,165.07,31.93,3.85,8.78,5.69,2.93,0.0,0.0,78.27,0.0,0.0,0.0,1.01,0.0,0.0,564.4300000000001,1,62,e
884,13029,1,45.63,53.21,20.46,36.29,80.81,0.0,14.07,2.88,23.37,160.42,321.32,0.0,0.0,2.54,0.0,0.0,0.0,0.0,814.8800000000001,1,70,b
885,13165,0,151.7,96.97,96.31,159.18,60.87,0.0,61.17,39.16,15.68,176.23,0.0,0.0,8.2,3.37,13.0,1.1,0.0,3.81,1005.3,2,81,a
886,3583,0,64.66,66.66,19.55,66.84,28.02,25.17,20.26,2.19,53.15,44.38,0.0,2.12,31.98,98.12,0.0,27.39,0.0,0.0,619.8299999999999,1,106,a
887,8181,1,34.16,21.66,19.91,16.47,51.12,2.75,10.76,9.66,27.11,4.74,88.34,37.26,2.76,0.79,0.0,0.0,0.0,0.0,328.48,5,28,b
888,13946,0,286.76,149.54,193.27,146.27,42.62,0.0,14.4,16.41,37.03,2.18,0.0,0.0,0.0,7.11,41.0,48.27,0.0,0.0,1001.8,7,78,a
889,2883,3,154.36,54.4,37.05,89.01,171.94,21.02,26.12,14.3,43.93,69.77,0.0,172.93,0.0,2.48,2.0,2.71,0.0,1.61,902.97,1,75,d
890,9729,2,149.03,134.79,89.85,104.18,108.74,25.24,42.08,6.11,29.03,114.66,1228.03,20.79,2.8,19.36,26.0,0.0,0.0,0.0,2420.42,2,90,c
891,3325,4,67.85,30.31,9.1,3.31,1.94,7.5,11.42,4.49,3.53,46.02,0.0,89.36,0.0,1.05,4.0,0.0,0.0,0.0,307.28999999999996,4,40,e
892,5956,3,98.94,70.15,74.13,97.64,53.77,8.53,45.58,40.59,14.53,69.0,3.14,24.81,0.0,12.6,0.0,0.0,0.0,1.95,676.0,8,44,d
893,10807,0,368.65,332.78,170.53,278.55,106.18,2.65,5.9,27.98,40.55,36.82,0.0,0.0,78.66,0.4,0.0,2.29,0.5,0.0,1594.02,1,125,a
894,6409,1,0.17,9.26,6.17,3.57,8.96,2.3,1.25,13.99,1.45,3.38,37.74,89.35,0.0,0.0,8.0,0.0,0.0,2.03,192.32999999999998,15,20,b
895,3193,4,37.05,47.25,26.98,19.15,12.28,11.0,15.63,5.58,3.66,18.59,0.0,14.54,0.0,30.28,0.0,0.0,0.0,1.27,292.51,2,57,e
896,404,3,94.43,109.8,134.8,136.19,210.59,19.37,194.41,19.27,155.74,117.55,0.0,45.23,19.98,29.91,0.0,2.67,0.0,39.37,1403.38,17,12,d
897,9054,2,30.77,104.81,63.22,25.24,39.52,8.73,101.14,51.36,98.54,20.13,30.48,36.96,4.67,3.29,1.0,4.25,0.0,0.0,663.8,5,52,c
898,5622,1,34.26,33.92,34.11,19.09,13.61,6.7,4.3,5.94,15.84,72.68,364.99,100.62,0.0,1.59,30.0,0.89,0.0,0.0,807.1800000000001,2,120,b
899,1923,3,113.67,129.55,95.44,124.09,57.23,12.88,157.4,30.33,95.05,55.92,0.0,89.47,177.97,10.94,0.0,0.0,0.0,0.0,1321.28,1,115,d
900,942,0,71.9,52.26,64.93,92.42,128.67,3.8,39.21,46.09,37.15,46.43,0.0,0.0,0.0,1.14,0.0,11.93,0.0,8.92,646.4,3,11,a
901,4173,4,11.22,17.46,10.37,8.54,7.96,0.35,4.16,0.93,3.04,8.47,3.85,0.0,0.0,3.07,0.0,0.0,0.0,0.0,86.64,16,18,e
902,746,3,22.47,41.66,34.27,18.34,21.03,24.39,23.81,44.21,25.16,16.99,0.0,178.33,13.95,9.89,0.0,14.2,0.0,0.0,523.1400000000001,1,76,d
903,2898,0,32.04,50.13,71.72,65.26,25.94,0.35,22.99,6.7,7.2,72.46,0.0,2.7,0.0,3.14,0.0,0.0,0.0,5.08,389.15999999999997,19,29,a
904,7699,0,218.86,216.85,152.57,169.36,74.03,2.8,139.98,51.49,8.64,183.59,0.0,0.0,106.45,1.48,0.0,3.4,0.0,0.0,1471.56,1,80,a
905,9904,3,68.99,68.2,80.38,120.87,72.32,0.0,32.68,33.0,81.93,128.58,0.0,10.39,15.35,2.38,0.0,11.91,0.0,0.0,767.41,21,20,d
906,16229,4,7.14,20.97,10.55,44.36,86.18,0.65,4.32,9.26,8.12,0.0,0.0,7.81,0.0,2.78,0.0,1.27,0.0,1.06,211.82,20,20,e
907,5965,0,68.89,33.31,43.37,93.63,74.58,6.2,8.12,2.28,36.42,90.0,14.21,2.97,0.0,2.38,0.0,11.54,0.0,16.53,532.36,10,25,a
908,10591,2,55.8,59.27,63.78,53.7,37.24,8.42,41.94,29.89,23.93,66.34,20.44,381.23,13.73,21.46,27.0,10.45,0.0,3.4,948.6999999999999,1,121,c
909,7331,0,97.27,89.56,112.3,83.64,53.21,15.97,140.2,12.74,76.66,138.93,0.0,0.0,63.18,18.24,0.0,12.77,0.0,0.67,1100.1100000000001,4,34,a
910,6086,2,23.8,44.54,103.28,40.45,175.02,43.19,14.8,32.22,6.0,12.13,900.41,277.94,0.0,0.8,0.0,6.66,0.0,3.9,1843.41,1,173,c
911,1716,0,81.1,33.23,23.85,52.06,27.08,12.85,36.42,9.61,5.87,105.27,0.0,3.65,3.31,11.26,3.0,3.66,0.0,0.0,435.94999999999993,20,28,a
912,5530,1,21.48,28.01,25.03,15.69,33.92,2.26,11.49,26.27,6.28,10.05,35.47,335.11,0.0,2.19,0.0,1.99,0.0,0.0,614.8399999999999,1,65,b
913,15344,1,3.92,22.48,14.75,5.18,33.99,4.69,8.7,0.0,0.0,0.0,264.42,3.99,0.0,0.89,8.0,15.6,1.14,6.35,433.11,1,48,b
914,15970,4,12.83,19.39,63.63,69.91,7.88,7.25,8.42,106.83,6.89,0.0,0.0,0.0,0.0,0.0,946.0,0.0,0.0,0.0,1275.25,3,88,e
915,3545,4,44.3,9.95,17.34,16.09,2.66,2.44,19.66,8.0,1.95,12.13,0.0,0.0,3.99,0.99,0.0,1.02,0.0,0.0,152.97,14,14,e
916,6314,2,183.3,176.49,163.42,215.92,144.95,132.67,117.12,142.45,90.32,410.44,363.14,387.4,0.0,19.52,96.0,5.52,0.0,12.52,2801.3199999999997,5,70,c
917,9382,2,73.56,190.12,56.69,196.25,298.23,75.33,39.76,2.2,108.07,218.72,231.94,683.35,43.12,0.02,7.0,0.0,0.0,5.93,2250.74,2,126,c
918,191,3,26.5,53.9,75.06,24.49,27.18,0.66,50.29,27.05,47.86,65.49,0.0,46.71,0.0,0.0,0.0,0.0,0.0,0.0,475.18,13,55,d
919,11456,2,132.94,126.46,96.29,130.24,74.77,127.75,31.31,2.63,90.77,145.87,834.39,636.11,1.58,17.95,274.0,1.27,0.0,3.18,2869.2699999999995,1,374,c
920,15596,1,38.59,19.52,24.24,20.99,15.49,3.93,31.27,69.75,0.0,58.0,292.6,0.0,0.0,7.12,2.0,0.0,0.0,0.0,617.6,1,57,b
921,5242,3,117.13,79.13,45.61,98.44,115.09,13.73,36.07,7.78,42.13,43.69,2.52,41.81,0.0,0.99,0.0,1.69,0.0,0.0,653.86,8,13,d
922,8145,2,176.38,111.56,60.68,80.66,59.4,9.21,93.55,16.27,57.27,91.43,73.09,124.86,4.9,3.27,0.0,3.32,0.0,3.55,1042.96,2,124,c
923,13405,4,16.24,10.22,9.14,3.4,1.35,0.0,0.0,4.2,2.58,28.66,0.0,0.0,0.0,0.99,38.0,0.0,0.0,0.0,265.17999999999995,5,29,e
924,15738,2,33.71,104.3,38.01,27.1,70.05,6.4,8.51,210.02,0.0,24.79,934.56,12.32,0.0,5.64,75.0,12.28,0.0,0.0,1890.08,2,83,c
925,13101,1,60.24,12.08,10.45,9.53,5.84,0.0,8.89,2.24,8.79,59.92,110.34,8.5,0.1,20.49,0.0,7.82,0.0,0.0,403.56,1,80,b
926,3845,1,11.58,20.42,28.59,94.9,36.93,13.88,15.84,9.08,6.12,6.67,18.08,0.0,0.0,0.89,8.0,0.0,0.0,0.0,304.0,1,43,b
927,8947,0,95.35,79.02,42.88,65.86,52.65,16.72,14.68,6.11,56.25,25.6,9.1,4.68,23.12,8.15,3.0,1.15,0.0,0.0,534.8599999999999,3,57,a
928,13476,4,9.87,14.25,5.07,34.16,9.52,0.0,12.4,0.0,23.4,22.71,4.82,7.99,0.0,4.45,2.0,0.0,0.0,2.53,170.56,33,19,e
929,15310,4,28.9,7.01,0.49,34.12,4.4,5.95,11.72,0.0,2.69,240.09,5.78,21.55,2.5,2.51,0.0,2.85,0.0,0.0,375.41999999999996,1,52,e
930,4876,1,83.96,77.5,30.54,64.64,44.25,87.96,2.25,24.01,3.41,4.5,84.24,0.0,4.21,2.76,9.0,3.4,0.0,0.0,617.46,1,190,b
931,15259,0,131.9,32.75,26.28,42.66,112.51,4.7,1.39,0.0,23.7,88.55,0.0,2.55,89.6,5.15,0.0,1.23,0.0,1.1,590.84,2,72,a
932,3315,3,27.25,39.17,47.64,20.5,15.42,1.2,11.58,20.51,21.55,27.86,0.0,125.99,0.4,1.17,0.0,3.4,0.0,0.0,381.65,106,28,d
933,1079,0,296.34,224.56,102.78,168.99,174.85,93.0,72.45,12.18,161.56,192.14,0.0,0.0,144.45,2.88,0.0,10.06,0.0,23.19,1730.24,2,31,a
934,140,0,55.9,75.89,39.61,28.05,23.64,17.39,4.43,3.4,13.15,18.21,0.0,0.0,0.0,5.74,0.0,9.31,0.0,0.0,303.53,2,39,a
935,15373,1,10.45,4.32,7.13,3.8,9.81,7.5,9.97,0.0,4.76,27.74,207.08,250.5,0.0,0.0,4.5,0.0,0.0,0.0,547.5600000000001,1,52,b
936,13695,4,57.16,37.48,9.26,58.17,30.7,0.0,42.88,1.28,28.59,41.45,0.0,8.08,0.0,6.36,0.0,0.0,0.0,0.0,336.58,7,9,e
937,2916,3,14.83,51.13,25.06,23.04,104.41,2.9,136.3,1.29,76.76,69.98,0.0,404.92,6.94,0.0,0.0,3.59,0.0,1.1,936.18,5,61,d
938,1008,3,411.45,251.29,195.56,337.83,240.64,67.94,73.04,48.86,97.92,231.27,0.0,179.24,38.81,14.72,0.0,0.0,0.0,2.67,2365.36,5,68,d
939,704,3,145.74,130.33,114.23,126.68,154.28,38.61,76.08,34.43,84.68,27.66,0.0,23.8,21.3,8.42,2.0,51.99,0.0,8.49,1203.0,2,69,d
940,4407,1,23.91,37.56,13.71,29.47,16.81,47.85,12.44,2.9,21.92,43.21,114.4,0.0,0.0,13.23,23.5,7.66,0.0,0.0,435.31000000000006,1,44,b
941,12771,4,98.6,46.01,20.34,34.78,18.19,0.0,18.25,5.02,1.39,4.0,0.43,0.0,0.0,0.0,0.0,1.61,0.0,0.0,335.36,2,87,e
942,10367,2,59.92,140.56,61.71,148.06,16.82,60.62,23.9,18.54,26.28,56.57,4.48,33.65,1.8,10.07,52.0,9.99,0.0,0.0,937.7800000000001,1,163,c
943,7077,1,3.4,28.21,38.32,8.49,7.28,1.75,13.86,0.5,10.65,6.07,43.19,68.4,2.0,6.05,0.0,1.1,0.0,0.59,384.55000000000007,4,38,b
944,14381,0,7.31,134.2,112.95,51.48,60.96,170.46,0.0,7.27,39.36,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.77,17,140,a
945,15604,1,158.5,146.22,56.65,106.8,7.63,58.13,37.35,37.88,0.0,27.22,90.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.44,2,37,b
946,110,4,20.87,24.0,9.92,8.33,7.57,2.8,20.58,1.73,12.11,20.39,0.0,15.63,11.91,1.69,3.0,1.15,0.0,0.0,177.29,94,35,e
947,5949,3,11.72,56.43,32.39,24.08,12.31,6.19,49.11,14.66,33.27,25.46,6.14,26.87,0.0,12.02,1.0,11.85,3.99,0.0,378.85,2,24,d
948,1412,4,31.15,61.05,33.52,36.07,13.74,1.85,2.64,4.2,14.53,49.25,0.0,60.19,5.43,1.18,3.0,0.0,0.0,1.92,326.19,2,48,e
949,7130,0,84.32,69.9,74.31,109.88,134.51,0.35,57.56,25.63,69.57,43.13,0.0,0.0,30.33,0.89,0.0,0.0,36.01,9.27,784.76,84,21,a
950,1832,3,61.38,97.25,104.02,36.13,64.69,2.0,61.01,33.32,2.64,80.92,0.0,14.2,15.03,2.52,7.0,5.7,0.0,0.0,626.05,3,59,d
951,9825,2,115.27,148.5,99.06,100.23,106.9,1.75,2.98,11.6,50.71,152.23,313.91,62.83,11.96,10.41,44.5,12.96,0.0,4.26,1394.8200000000002,3,94,c
952,12744,0,171.87,126.13,148.56,235.76,126.34,0.0,134.45,40.33,144.14,122.87,0.0,0.0,1.69,34.15,0.0,16.09,0.0,1.27,1397.3500000000001,1,44,a
953,10392,0,132.61,56.39,29.14,22.12,19.61,18.93,67.45,9.81,35.74,45.96,0.0,6.36,65.35,2.27,0.0,2.11,0.0,0.0,543.3199999999999,3,45,a
954,16163,1,15.58,39.92,8.16,36.32,3.13,5.05,3.18,0.65,10.34,0.0,92.63,11.91,33.69,9.21,21.0,0.0,0.0,2.12,308.27000000000004,2,36,b
955,13727,3,120.41,98.29,30.23,110.68,67.12,0.0,44.8,39.24,38.1,149.99,0.0,461.85,0.0,3.27,0.0,0.0,0.0,1.95,1212.26,2,28,d
956,5512,3,150.47,150.23,58.3,70.34,169.78,9.08,34.5,11.45,16.32,94.57,4.11,137.22,0.0,25.56,0.0,32.22,0.0,1.1,979.9,1,47,d
957,6848,2,57.31,231.63,276.87,111.83,223.54,8.2,47.74,257.56,32.71,69.08,398.23,67.25,60.32,0.0,16.0,3.94,0.0,3.04,2221.62,1,172,c
958,3843,0,211.01,64.32,57.87,63.01,90.57,3.67,51.11,2.01,34.93,15.34,27.27,0.0,3.0,0.0,0.0,11.87,0.0,7.78,708.8,2,54,a
959,10184,3,105.37,69.11,53.22,56.57,73.33,10.92,25.35,21.52,15.29,37.15,11.59,79.48,34.33,4.65,8.0,1.06,0.0,0.0,678.99,1,103,d
960,9027,3,103.75,53.63,104.13,144.2,84.41,10.19,31.16,40.23,17.48,105.94,0.0,17.5,0.0,2.38,4.0,9.14,0.0,5.01,768.9000000000001,2,49,d
961,5667,2,66.25,33.04,39.22,38.97,92.13,9.54,13.58,8.24,19.17,15.42,28.42,109.49,37.06,7.64,0.0,4.37,0.0,1.69,631.1,2,94,c
962,13454,2,42.1,44.67,38.36,29.49,119.76,0.0,34.82,38.19,29.41,14.97,69.94,78.37,18.98,2.56,0.0,0.0,0.0,0.0,738.5799999999999,1,45,c
963,2067,3,331.39,172.75,192.65,87.12,293.29,50.99,75.77,22.01,36.36,278.87,0.0,107.29,0.0,0.0,0.0,15.73,0.0,2.96,2020.23,1,51,d
964,5234,4,12.83,52.76,15.62,7.48,13.6,2.35,4.29,12.0,13.24,8.07,5.96,77.12,0.0,0.0,0.0,0.0,0.0,0.0,275.76,50,64,e
965,6566,0,29.17,140.68,30.86,78.6,48.72,47.0,8.12,11.19,24.03,12.25,1.56,7.63,2.52,0.0,18.0,1.83,0.0,0.0,506.97,8,96,a
966,8562,2,157.62,20.95,37.36,114.37,69.87,33.7,24.36,22.17,1.99,95.65,285.46,310.73,5.32,4.06,0.0,0.0,0.0,0.0,1228.44,1,123,c
967,11334,3,25.86,126.38,161.84,56.35,105.17,9.04,16.83,48.32,102.66,11.0,2.13,9.77,38.56,4.36,0.0,6.75,0.0,4.82,822.47,7,30,d
968,9718,1,18.05,36.53,13.9,10.36,1.7,12.34,2.18,2.13,2.5,4.0,663.24,2.46,3.97,7.89,33.5,0.0,0.0,2.12,978.29,2,83,b
969,15274,1,42.0,40.46,38.61,22.58,19.66,14.3,9.47,0.0,12.85,0.0,111.86,196.31,9.77,0.0,286.0,0.0,0.0,0.0,1136.6299999999999,3,82,b
970,10030,3,86.77,123.25,166.15,83.9,132.22,19.93,64.48,25.73,100.85,96.94,0.0,216.42,0.0,2.07,0.0,3.55,0.0,1.94,1216.85,4,45,d
971,6923,1,16.45,14.03,23.84,20.75,7.31,34.41,19.43,5.3,32.53,29.36,54.64,15.92,7.64,0.0,43.0,0.0,0.0,0.84,368.31,2,91,b
972,3398,0,80.59,64.94,29.14,44.44,115.62,3.9,27.98,33.21,27.2,5.0,0.0,0.0,58.46,39.74,0.0,4.24,0.0,0.0,597.45,1,24,a
973,6590,0,145.49,45.49,38.78,27.28,19.85,37.15,23.67,3.75,51.64,33.02,0.0,0.0,23.21,0.0,0.0,2.55,3.82,0.0,474.88,1,83,a
974,8287,3,93.24,90.65,17.91,53.44,155.25,0.9,1.04,15.33,35.15,18.87,0.0,216.04,2.92,26.16,0.0,0.0,0.0,0.0,745.38,1,92,d
975,15439,0,49.76,27.03,22.39,15.99,109.68,2.95,37.37,0.0,37.96,24.9,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,370.59000000000003,4,27,a
976,611,0,93.9,112.27,18.54,39.8,41.44,2.15,1.39,13.49,21.09,44.48,0.0,0.0,77.34,0.0,1.0,0.0,0.0,0.0,559.13,3,81,a
977,15684,1,11.99,34.4,50.26,142.71,32.84,57.98,1.09,21.01,0.0,0.0,526.04,31.39,0.0,117.63,365.0,0.0,0.0,6.79,1535.0,3,26,b
978,732,0,49.5,40.51,76.8,13.66,59.69,33.22,4.65,8.15,57.18,2.99,0.0,1.52,0.0,3.27,43.5,0.84,0.0,0.0,461.64,9,58,a
979,507,4,41.37,19.15,17.27,24.65,18.32,5.85,17.26,3.67,11.13,10.17,0.0,41.32,0.0,6.9,4.0,28.17,0.0,3.4,261.71,10,49,e
980,717,3,39.09,41.79,26.45,39.31,37.27,3.5,28.0,1.73,5.62,14.86,0.0,21.26,33.01,2.37,0.0,2.51,8.75,0.0,329.87,1,41,d
981,83,0,28.65,66.43,96.06,55.88,44.08,12.59,47.74,8.11,43.32,46.26,0.0,7.9,25.12,2.74,0.0,13.85,0.0,0.0,518.58,7,53,a
982,10967,2,116.91,152.38,72.45,205.17,48.1,6.79,20.79,32.75,104.86,144.03,305.18,51.16,26.43,23.02,16.0,3.78,0.0,1.95,1404.1399999999999,7,42,c
983,13606,1,5.96,12.74,1.86,5.65,1.91,0.0,7.17,0.66,0.0,0.0,404.91,150.06,3.56,0.0,1.0,2.25,0.0,0.0,599.7700000000001,1,82,b
984,15177,1,8.18,22.61,1.31,38.83,6.67,17.78,7.48,0.0,5.98,33.64,129.25,287.22,14.45,0.97,4.0,0.0,0.0,0.0,583.97,1,80,b
985,11669,3,73.09,172.33,397.0,96.02,106.66,29.62,96.64,208.22,88.77,51.21,9.37,134.22,1.45,9.29,2.0,0.0,0.0,2.55,1558.16,22,90,d
986,4600,0,146.18,123.42,90.87,79.67,15.3,144.65,20.92,5.38,24.69,126.65,4.31,0.0,11.77,30.09,108.5,5.95,0.0,0.0,1022.65,1,159,a
987,7700,3,37.91,18.93,70.35,44.66,67.49,20.04,8.89,56.67,13.45,67.36,9.52,267.48,2.5,2.79,0.0,22.58,0.0,0.0,770.01,1,49,d
988,8154,0,139.62,100.16,70.41,78.03,125.01,11.47,65.8,9.61,30.93,64.87,2.41,5.09,19.83,18.93,0.0,10.19,0.0,0.0,775.0799999999999,17,19,a
989,6160,1,20.93,64.86,54.76,1.5,57.47,0.7,11.94,33.67,17.21,1.29,122.84,29.58,0.0,3.53,0.0,4.29,0.0,0.0,483.75,32,26,b
990,14962,0,31.37,16.29,33.99,48.55,25.24,28.79,12.26,0.0,37.97,19.24,0.0,0.0,18.22,3.33,1.0,2.07,0.0,1.51,300.24,1,20,a
991,4941,0,33.23,38.8,48.14,23.38,20.78,2.38,58.35,15.32,38.27,69.88,36.52,0.0,3.35,42.13,0.0,0.0,0.0,0.0,484.65,1,154,a
992,5006,1,8.7,19.7,19.15,16.99,23.18,3.68,3.65,1.9,5.36,11.08,308.99,0.0,0.0,18.67,0.0,4.26,0.0,0.0,450.43,4,39,b
993,5036,2,145.52,104.14,76.49,178.2,49.51,10.44,50.22,57.91,9.32,47.88,671.61,0.0,0.0,3.01,4.0,21.81,0.0,2.27,1469.0300000000002,2,30,c
994,10714,3,123.56,78.44,30.24,41.35,54.18,1.0,105.64,118.87,79.5,132.39,0.0,281.01,0.0,17.27,10.0,3.22,0.0,0.0,1117.44,1,87,d
995,14503,4,44.95,23.74,28.08,21.71,33.83,30.48,0.0,11.14,7.83,0.0,0.0,12.71,28.93,12.56,6.0,15.84,0.0,1.92,476.13,3,40,e
996,5029,1,32.88,43.88,16.64,23.07,5.1,6.1,8.18,20.44,3.38,2.05,30.32,0.0,24.22,10.46,0.0,0.0,0.0,2.34,619.03,2,70,b
997,10873,2,145.8,134.52,89.54,37.84,37.24,23.98,13.11,46.31,160.68,97.85,677.37,109.84,132.52,3.69,0.0,7.81,16.89,0.0,1758.9100000000003,2,96,c
998,9397,2,234.56,138.18,198.63,280.77,174.43,26.36,53.74,22.09,107.03,149.79,116.98,34.07,33.09,31.11,4.0,30.32,89.49,26.99,1913.28,1,70,c
999,10744,1,23.62,25.23,18.96,13.37,15.66,9.6,15.14,4.02,5.53,7.21,480.84,144.96,10.59,10.92,8.0,2.29,0.0,0.0,900.5900000000001,1,72,b
1000,3711,0,30.01,86.89,69.42,93.44,18.0,21.09,111.76,3.72,39.41,15.85,4.64,0.0,31.13,11.21,244.0,0.0,0.0,3.4,921.19,1,69,a
1001,4922,1,28.84,12.94,18.68,4.56,1.59,2.96,3.7,6.62,31.26,3.83,656.17,0.0,85.75,1.29,0.0,8.51,0.0,0.0,887.9100000000001,1,45,b
1002,15270,3,130.2,95.23,53.18,47.43,3.57,24.13,40.97,0.0,67.79,81.39,0.0,10.77,0.0,40.43,0.0,13.34,0.0,0.0,686.14,2,36,d
1003,2511,3,244.34,123.54,32.73,169.86,38.2,1.4,73.14,20.7,25.87,154.71,0.0,384.05,42.64,14.45,0.0,3.95,0.0,17.01,1396.9399999999998,2,49,d
1004,4193,1,80.93,38.39,44.1,24.45,16.59,34.69,48.05,0.47,21.51,4.59,169.56,0.0,4.23,1.59,5.0,4.04,0.0,0.0,1388.02,1,98,b
1005,12158,1,8.81,2.58,18.32,11.94,1.5,0.0,14.38,0.0,2.97,4.0,126.03,177.38,40.94,0.0,0.0,0.0,0.0,1.52,422.0599999999999,1,50,b
1006,12735,4,27.49,34.3,16.95,41.97,22.55,0.0,29.67,0.0,10.5,43.64,6.15,64.53,2.57,1.58,0.0,0.0,0.0,0.0,452.87,2,72,e
1007,3953,1,24.28,46.18,86.14,16.86,7.59,46.82,13.93,5.28,4.49,29.41,21.38,93.59,0.0,0.3,0.0,0.0,0.0,0.0,472.09999999999997,4,100,b
1008,6126,2,114.8,85.81,217.45,134.01,49.31,6.13,56.24,15.73,2.55,54.87,57.02,8.24,0.0,9.32,0.0,2.57,0.0,4.79,868.05,1,111,c
1009,14257,3,70.9,177.34,129.25,41.26,30.22,0.0,87.09,19.57,77.65,142.15,0.0,42.04,11.19,16.39,0.0,0.0,0.0,0.0,898.3500000000001,3,26,d
1010,10341,4,26.46,45.96,10.17,30.65,24.43,4.65,10.96,8.09,12.76,10.61,0.0,7.68,0.0,13.64,0.0,5.05,0.0,0.0,227.12,1,27,e
1011,12153,4,13.21,15.03,16.88,10.12,10.68,0.0,0.99,3.05,19.2,2.98,7.52,0.0,0.0,5.15,0.0,2.36,0.0,2.97,126.41999999999999,1,14,e
1012,6805,1,57.03,60.42,13.6,28.32,113.94,12.16,16.88,3.39,15.94,11.7,20.58,32.49,0.37,0.0,0.0,0.0,5.75,1.94,441.47,6,43,b
1013,8455,1,26.98,28.04,30.13,21.1,22.29,2.95,13.31,7.89,8.83,41.03,104.9,57.55,0.8,12.29,0.0,4.4,0.0,0.0,412.74,2,45,b
1014,9836,4,39.45,24.17,0.0,11.2,0.0,5.1,16.37,0.43,1.79,20.17,0.0,33.98,0.0,1.14,0.0,0.0,0.0,0.0,160.04999999999998,7,27,e
1015,13334,2,67.74,171.76,82.03,66.65,99.52,0.0,63.13,45.44,74.31,69.5,810.67,141.81,0.0,2.77,0.0,0.0,0.0,0.0,1831.2399999999998,1,106,c
1016,15654,1,53.45,59.23,16.63,38.97,10.9,15.45,18.33,9.99,0.0,8.52,14.67,6.8,0.0,11.78,0.0,9.34,0.0,1.18,306.04,3,39,b
1017,1762,3,25.48,116.87,98.05,32.28,32.41,6.76,20.7,11.57,51.23,10.89,0.0,53.65,0.0,1.78,2.0,5.0,0.0,3.4,521.68,3,48,d
1018,7126,1,26.24,36.8,21.16,30.39,13.73,12.41,10.27,20.92,5.75,12.34,71.96,10.2,3.69,12.47,0.0,4.28,0.0,0.84,358.97,8,50,b
1019,263,0,119.98,147.05,45.79,50.44,15.04,180.85,121.3,2.01,97.81,167.97,0.0,1.92,0.0,165.82,196.0,9.62,0.0,0.0,1411.27,1,258,a
